symbol,industry,cap,close_price,1d,2d,3d,4d,5d,6d,7d,1m,2m,3m,4m,5m,6m,7m,8m,9m,10m,11m,1y,3y,5y
SPECIALITY,nan,nan,46.099998474121094,8.2159627356001,5.371425083705357,8.089089858880355,12.851897664882243,15.53883887503339,12.713928494481747,15.106115736107526,23.758385165425754,0.9857545086544741,-2.8451048832706674,29.312753158387295,29.494383286653296,36.390531108574756,51.1475359807249,32.47126288734661,58.14750969950588,-11.685827968702236,-31.142642904434847,-32.15599625525272,-36.89254408181468,-62.405674619847375
SPENCERS,nan,nan,74.30000305175781,-0.6684491705889708,0.9510931958549582,2.482762830010776,5.840464788821176,6.294708769426714,5.464877601547841,3.7709561943812067,4.574243294025577,-3.1290664823675436,-12.997656060647076,-0.4021386441011126,-5.770444528108151,-18.486010084527663,-14.756190792637486,-17.061347001428718,-1.7746159298876123,-13.728565021225803,-0.6020026063440636,16.640505748604987,nan,nan
SPIC,nan,nan,45.95000076293945,0.5470459427272881,-1.0764262471206016,5.87557407236498,5.753739829925084,10.456736654748793,10.856453358677525,5.632185661929777,50.65574020635887,82.70378314075178,91.06030029361274,135.64102955353565,144.41490759402774,100.21786159214987,115.72771083948953,205.31561581791448,217.99308906202862,180.1829379984911,110.77982739019228,143.12170206547697,119.33173789771404,297.83549787124207
SPICEJET,SERVICES,SMALL_CAP,76.25,1.8704095583421392,1.6666666666666667,-0.2616049133103151,8.463722176315626,9.162493436918341,6.123871425639205,9.475948786115707,9.87031458719315,-13.59773371104816,-18.536323458293744,7.926395404350882,52.5,46.493758151121376,53.11245214489016,62.753473817333884,66.30316802090505,2.5554829386314477,-25.826850450958062,-27.65654753688186,nan,nan
SPLIL,nan,nan,43.349998474121094,10.869565641576493,6.249998246922179,9.608089280314665,10.727961135495507,15.446070186164343,8.64660856216895,6.905053735491803,25.83453559965102,16.064257684393894,13.185376860723208,48.20512298844818,40.06461197257806,38.94229940408806,52.64084174788625,72.02379826064947,108.41346184706549,79.13221945227569,23.85713849748884,26.200874526327855,51.83887787236357,593.5999755859375
SREEL,nan,nan,153.0500030517578,-2.5469595175249693,4.6138071491440735,4.972565053668969,7.403510913514253,9.087669082442158,7.0279741620684,7.365836390889171,6.395548528250875,5.261354522971824,4.0095204892933385,2.6492265503328176,12.371517240135365,0.5584797112740297,21.17973028792235,10.107915864573966,24.128142144093705,1.5593935972823763,-13.506637077521463,-12.74229853047591,26.801994135416386,nan
SRF,INDUSTRIAL MANUFACTURING,MID_CAP,6451.7998046875,0.23147637169757407,0.5901138646611505,0.3804010464618327,1.3374365427633115,3.072127241592779,2.7348509222300095,2.4990039667566926,5.565598615413267,13.57602531023858,13.562447250856449,25.50191606399253,51.747969454448395,52.766601894782816,69.96405401737678,70.69794739289172,96.06533450577263,62.203528921455195,79.59030836794842,102.84087751611348,331.4807243677326,3161.0378136797954
SRHHYPOLTD,nan,nan,301.8999938964844,1.1390264309830402,-0.5926961600909679,-3.3610756098411567,1.8212458335529087,8.421612735293312,5.173317099816777,5.614828564025472,23.2244873046875,23.67881456277288,19.77781798895277,19.682851891569623,63.1544938135878,71.44273523410894,91.72956768366495,196.81751034644054,217.324890718336,153.99187354604507,141.44286426077022,212.7754258740083,125.5468868361051,1599.2323732703064
SRIPIPES,nan,nan,188.10000610351562,-1.9546520097459001,-3.3650079621641598,-2.43775771465131,-0.6076585978781374,0.7228948345465195,-0.817288606829469,-2.209513836829726,7.547177054130579,10.582010202307675,20.345490998632567,45.9836998008364,55.518818395678636,-2.5641009427568178,-9.261937610029081,19.36874013154136,42.03921364388875,0.38805603082167517,-4.045556892913296,20.403510685959766,-22.145327452228656,885.9724941495153
SRPL,nan,nan,35.900001525878906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.29186595188653,59.555562337239586,39.68871774372983,39.68871774372983,36.50191090230357,43.600006103515625,43.600006103515625,nan,nan
SRTRANSFIN,FINANCIAL SERVICES,MID_CAP,1478.75,4.435188459602695,4.775571302651607,1.968697406523447,6.45764717027659,11.477572559366754,10.030139047260228,10.148975791433893,2.748057960669134,3.2042340425767564,24.022664948725392,52.34179265118913,133.25535959909237,107.57912121345312,121.86942987568344,150.3689732220823,160.7478760821652,22.08749016233793,39.31431236880976,32.665017304937386,78.27018648370772,151.8159282837469
SSWL,nan,nan,774.5999755859375,-1.9059138052066122,-0.23184553986631698,3.2799967447916667,6.401095547518887,6.686865726773162,6.0442142023529515,3.2318252534177168,5.452316174329138,20.7388341243184,33.540210652052885,59.16983156290826,60.455717366325736,62.509175601533705,78.0280314226543,96.57403872142922,89.73667497512248,10.145748394729825,3.1974421503631127,0.7478702194947653,29.715121441266636,485.5080928634338
STAR,PHARMA,SMALL_CAP,794.7000122070312,0.6522733827731892,-0.7183459194592153,-0.24477652008678308,-0.25729372989880767,-1.6886204974537162,-1.8343494299125573,-5.138763090775142,-4.120162198806204,-11.06261282931611,-16.25039606277262,13.992682260171636,11.984779097723848,24.00718459580601,91.01203540137186,90.26108290883798,145.96513721381262,71.41263618003299,105.01302630737803,106.04458034073312,-19.652244669458476,202.0042826810734
STARCEMENT,CEMENT & CEMENT PRODUCTS,SMALL_CAP,108.05000305175781,1.170411951574777,1.5984998608630852,1.028523735300307,6.243860662795606,7.94206263618679,5.724076593151252,5.414637123666158,12.201453403573408,10.934292976421803,1.6941205193014706,21.47274509141293,28.784268279697056,19.129004065365493,25.639538432276527,42.9232873447012,47.912386773210116,25.27536585711051,17.83576961971434,18.66740000439064,nan,nan
STARPAPER,nan,nan,124.94999694824219,-0.7939658787057687,1.0513509149380829,0.8474539220598553,0.4421185012999102,1.2150668587127564,1.9583793037285857,1.6680190373566564,4.95589562809109,4.648237312761147,3.908521370679574,31.873347702630277,32.22221899284888,24.250085387838315,30.377308517871604,35.6889729220173,34.057580898317674,17.746630846361473,-3.3714463998421604,30.77621961054869,-28.642534496562977,1984.3016743112792
STCINDIA,nan,nan,87.94999694824219,0.227916750133547,-0.7336360463581308,-3.2985157786286017,-4.0371025815989325,0.571755308689065,-1.4013453394233921,-3.7219502820704546,16.72196248079362,3.8983997198800022,9.254654594089674,41.62640758339721,63.78025269776168,36.88715478325632,90.16215556376689,118.23820995848038,117.6980040258274,102.41656019315626,77.49747386970827,70.28072478211912,-29.357432170086597,-44.75502598355214
STEELCITY,nan,nan,40.04999923706055,2.4296695652513263,1.9083969836130117,0.7547150617875393,0.7547150617875393,1.0088214269564875,0.8816082302139969,0.8816082302139969,11.871508632883863,13.472816922978986,9.253375513156046,31.84597949121676,33.294834477242816,6.669363152771381,38.063110066452346,72.57887623575701,124.03377940427258,73.07455620131238,37.040111466097805,41.9663940099402,nan,nan
STEELXIND,nan,nan,64.5999984741211,0.0,-2.1953134150508253,-0.615386962890625,-0.9202431015409271,2.134384939321887,-0.7680491731482341,-2.1953134150508253,2.458365195585067,25.07259741658221,22.117195861551156,100.31007278797239,87.79068490890303,68.01039581873471,133.6347174154315,368.11592450189005,358.15600515173503,195.6521617679524,171.42857371830576,251.08695550767143,nan,nan
STEL,nan,nan,84.55000305175781,1.0759133406596193,1.8061408126200562,3.1097598192168445,7.913215951988272,6.3522050965507075,2.6092251044481682,3.2356550384697544,2.796356293930471,4.125623435245887,19.33663355355022,34.526658877441086,51.52330503187973,37.47967975895579,46.40693169135552,70.29204522317707,90.85779798620148,50.311116536458336,22.53623630689538,30.781130790713263,72.37513632390568,622.6496105136971
STERTOOLS,nan,nan,189.64999389648438,0.4768179584023179,0.8508326608674344,0.8508326608674344,0.9313464911361782,1.4985216491871807,0.31737150755945664,0.5034430119798882,-1.2496793111878424,-15.692377653101211,-4.023285405601921,0.23784194265356637,7.633369569349682,-0.49843241165233465,7.9396682928523825,39.911464128901024,35.41591557580763,-4.913513763703361,-22.25866109081297,6.544940391283356,8.25039282338394,929.3828209568723
